Cluster_name,RA_2000,Dec_2000,l,b,Dist,Mod,EB-V,Age,ST,Z,Diam,Fe/H,MRV,pm RA,pm Dec
Ruprecht 176,16 14 48,-51 20 00,331.909,-0.28,,,,,,,3,,,,
Ruprecht 18,07 24 39,-26 13 00,239.928,-4.941,1056,12.29,0.7,7.648,,-91,7,-0.01,,,
Ruprecht 19,07 25 51,-21 35 00,235.961,-2.518,,,,,,,5,,,,
Ruprecht 2,06 41 01,-29 33 00,238.774,-15.075,,,,,,,3,,,,
Ruprecht 20,07 26 43,-28 49 00,242.451,-5.752,1208,10.72,0.1,8.5,,-121.1,5,,,,
Ruprecht 21,07 26 56,-31 11 00,244.58,-6.814,,,,,,,11,,,,
Ruprecht 22,07 29 18,-29 11 00,243.043,-5.426,,,,,,,3,,,,
Ruprecht 23,07 30 41,-23 23 00,238.077,-2.394,,,,,,,4,,,,
Ruprecht 24,07 31 54,-12 45 00,228.888,2.971,,,,,,,7,,,,
Ruprecht 25,07 36 47,-23 23 00,238.754,-1.169,,,,,,,2,,,,
Ruprecht 26,07 37 11,-15 38 59,232.05,2.69,1440,11.1,0.1,7.49,,67.6,24,,15,-3.38,-1.34
Ruprecht 27,07 37 30,-26 31 48,241.58,-2.57,560,9.21,0.15,8.41,,-25.1,21.6,,,-3.65,2.65
Ruprecht 28,07 39 36,-30 56 00,245.657,-4.309,,,,,,,5,,,,
Ruprecht 29,07 41 18,-24 21 00,240.104,-0.744,,,,,,,5,,,,
Ruprecht 3,06 42 07,-29 27 00,238.776,-14.815,,,,,,,3,,,,
Ruprecht 30,07 42 25,-31 28 00,246.419,-4.046,,,,,,,5,,,,
Ruprecht 31,07 42 57,-35 35 59,250.09,-5.98,480,8.69,0.09,8.56,,-50,15.6,,,-4.73,2.2
Ruprecht 32,07 45 10,-25 32 00,241.566,-0.573,5346,15.19,0.5,7.08,,-53.5,5,,,,
Ruprecht 33,07 45 58,-21 57 00,238.557,1.382,,,,,,,9,,,,
Ruprecht 34,07 45 55,-20 23 00,237.195,2.157,,,,,,,6,,,,
Ruprecht 35,07 46 13,-31 17 00,246.663,-3.251,,,,,,,1.5,,,,
Ruprecht 36,07 48 23,-26 18 00,242.593,-0.333,1681,11.64,0.166,7.606,,-9.8,5,,,,
Ruprecht 37,07 49 54,-17 17 00,234.984,4.529,,,,,,,4,,,,
Ruprecht 38,07 50 30,-20 11 00,237.564,3.186,,,,,,,2,,,,
Ruprecht 39,07 52 19,-22 27 00,239.733,2.396,,,,,,,2,,,,
Ruprecht 4,06 48 54,-10 32 00,222.047,-5.339,4975,14.6,0.36,8.9,,-462.9,5,,,,
Ruprecht 40,07 33 28,-20 31 00,235.875,-0.447,,,,,,,2,,,,
Ruprecht 41,07 53 49,-26 58 00,243.786,0.371,,,,,,,2,,,,
Ruprecht 42,07 57 36,-25 55 00,243.326,1.639,,,,,,,4,,,,
Ruprecht 43,07 59 16,-28 53 59,246.06,0.39,1300,11.41,0.27,8.47,,8.8,18,,,-3.57,-0.08
Ruprecht 44,07 58 51,-28 35 00,245.746,0.482,4730,15.29,0.619,6.941,,39.8,10,,,-2.86,1.13
Ruprecht 45,07 59 36,-16 18 00,235.322,7.028,,,,,,,9,,,,
Ruprecht 46,08 02 10,-19 28 00,238.365,5.907,752,9.6,0.07,9.6,,77.4,3,-0.04,,,
Ruprecht 47,08 02 19,-31 04 00,248.252,-0.188,3006,13.26,0.28,7.89,,-9.9,4,,,,
Ruprecht 48,08 02 42,-32 03 00,249.129,-0.64,,,,,,,2,,,,
Ruprecht 49,08 03 15,-26 46 00,244.716,2.268,1823,12.11,0.259,7.93,,72.1,2,,,,
Ruprecht 5,06 55 14,-18 36 00,230.004,-7.554,,,,,,,2,,,,
Ruprecht 50,08 03 27,-30 52 00,248.212,0.124,,,,,,,3,,,,
Ruprecht 51,08 03 37,-30 39 00,248.048,0.27,,,,,,,4,,,,
Ruprecht 52,08 05 09,-31 58 00,249.335,-0.157,,,,,,,3,,,,
Ruprecht 53,08 10 48,-27 00 00,245.81,3.56,1700,11.49,0.11,8.59,,105.6,21.6,,,-1.11,0.32
Ruprecht 54,08 11 21,-31 57 00,250.034,0.958,,,,,,,3,,,,
Ruprecht 55,08 12 27,-32 35 00,250.691,0.804,4892,15.18,0.559,6.849,,68.6,5,,96.2,,
Ruprecht 56,08 12 32,-40 28 12,257.29,-3.52,410,8.44,0.12,8.7,,-25.2,43.2,,,-9.71,5.75
Ruprecht 57,08 15 05,-26 58 00,246.316,4.378,,,,,,,5,,,,
Ruprecht 58,08 14 50,-31 56 29,250.434,1.578,3900,13.98,0.33,8.44,,107.4,5,,,-2.77,4.54
Ruprecht 59,08 19 21,-34 29 00,253.07,0.939,874,9.98,0.088,7.727,,14.3,3,,,,
Ruprecht 6,06 56 00,-13 17 00,225.297,-5.021,,,,,,,1,,,,
Ruprecht 60,08 24 27,-47 13 00,264.106,-5.509,,,,,,,3,,,,
Ruprecht 61,08 25 17,-34 09 00,253.496,2.136,3840,13.85,0.3,9.11,,190,2,,,,
Ruprecht 62,08 32 32,-19 41 00,242.501,11.782,,,,,,,6,,,,
Ruprecht 63,08 32 40,-48 18 00,265.797,-5.012,,,,,,,3,,,,
Ruprecht 64,08 37 19,-40 09 00,259.75,0.53,800,9.7,0.06,8.45,,7.4,74.4,,21,-6.14,5.97
Ruprecht 65,08 39 14,-44 02 59,263.07,-1.56,500,8.71,0.07,8.57,,-13.6,28.8,,,-7.37,4.16
Ruprecht 66,08 40 33,-38 04 00,258.481,2.291,,,,,,,2,,,,
Ruprecht 67,08 41 39,-43 22 00,262.797,-0.792,1504,12.23,0.432,8.256,,-20.8,6,,-15.4,,
Ruprecht 68,08 44 38,-35 54 00,257.271,4.266,,,,,,,10,,,,
Ruprecht 69,08 44 36,-47 36 00,266.45,-2.998,,,,,,,2,,,,
Ruprecht 70,08 49 06,-46 50 00,266.329,-1.922,,,,,,,5,,,,
Ruprecht 71,08 49 22,-46 50 59,266.37,-1.9,1300,10.73,0.05,8.78,,-43.1,19.2,,,-2.48,5.58
Ruprecht 72,08 52 05,-37 36 00,259.538,4.363,3019,13.14,0.24,9.1,,229.7,3,,,,
Ruprecht 73,09 01 11,-50 54 30,270.728,-3.033,,,,,,,3,,,,
Ruprecht 74,09 21 03,-37 07 00,263.044,8.97,,,,,,,2,,,,
Ruprecht 75,09 21 55,-56 19 00,276.788,-4.481,4300,13.91,0.24,9.15,,-335,2,,,,
Ruprecht 76,09 24 13,-51 40 00,273.754,-0.937,1262,11.67,0.376,7.734,,-20.6,5,,,,
Ruprecht 77,09 27 04,-55 07 00,276.464,-3.117,4129,15.01,0.622,7.501,,-224.5,5,,,,
Ruprecht 78,09 29 10,-53 42 00,275.706,-1.881,1641,12.16,0.35,7.987,,-53.9,3,,,-8.46,4.08
Ruprecht 79,09 40 59,-53 51 00,277.099,-0.818,1979,13.7,0.717,7.093,,-28.3,5,,21.4,,
Ruprecht 8,07 01 42,-13 35 00,226.194,-3.92,,,,,,,3,,,,
Ruprecht 80,09 42 03,-44 01 12,270.75,6.71,2500,12.92,0.3,8.33,,292.1,15.6,,,-13.73,6.64
Ruprecht 81,09 45 12,-44 06 00,271.24,7.016,,,,,,,5,,,,
Ruprecht 82,09 45 46,-54 00 00,277.731,-0.473,2455,12.85,0.29,8.5,,-20.3,5,,,,
Ruprecht 83,09 49 15,-54 36 00,278.505,-0.609,2459,13.36,0.453,8.45,,-26.1,3,,,,
Ruprecht 84,09 49 08,-65 15 00,285.32,-8.82,1800,11.59,0.1,8.56,,-276,14.4,,,-8.76,0.88
Ruprecht 85,10 01 33,-55 01 12,280.15,0.16,1400,11.38,0.21,8.7,,3.9,12,,,-3.68,4.78
Ruprecht 86,10 01 36,-59 28 00,282.838,-3.393,,,,,,,12,,,,
Ruprecht 87,10 15 32,-50 43 00,279.372,4.883,,,,,,,4,,,,
Ruprecht 88,10 18 55,-63 08 00,286.661,-5.186,,,,,,,5,,,,
Ruprecht 89,10 28 26,-58 08 23,284.97,-0.34,750,9.5,0.04,8.98,,-4.5,12,,,-6.82,4.36
Ruprecht 89,10 28 26,-58 11 00,284.991,-0.383,,,,,,,4,,,,
Ruprecht 9,07 02 07,-21 55 00,233.725,-7.57,,,,,,,1,,,,
Ruprecht 90,10 31 47,-58 14 24,285.4,-0.2,6000,14.88,0.32,7.1,,-20.9,21.6,,-40,-6.8,3.47
Ruprecht 91,10 47 38,-57 28 12,286.87,1.49,900,9.8,0.01,8.63,,23.4,18,,7.3,-11.1,3.11
Ruprecht 93,11 04 24,-61 22 06,290.47,-1.114,1437,11.5,0.229,8.193,,-27.9,7,,,,
Ruprecht 94,11 30 43,-63 27 00,294.05,-1.98,3400,13.59,0.3,7.19,,-117.5,30,,2,-4.87,-0.15
Ruprecht 95,11 43 38,-61 08 00,294.84,0.669,,,,,,,4,,,,
Ruprecht 96,11 50 38,-62 08 23,295.89,-0.1,860,10.45,0.25,9,,-1.5,14.4,,,-5.74,-0.03
Ruprecht 97,11 57 28,-62 43 00,296.792,-0.49,1357,11.37,0.229,8.343,,-11.6,5,,,,
Ruprecht 98,11 58 40,-64 35 00,297.306,-2.29,494,8.97,0.162,8.508,,-19.7,14,,,-7.25,-7.1
Ruprecht 99,12 03 18,-63 52 48,297.66,-1.5,660,9.25,0.05,9.29,,-17.3,15.6,,,-7.9,-2.96
Saurer 1,07 18 18,+01 53 12,214.686,7.388,13200,15.97,0.12,9.85,,1697.4,4,,,,
Saurer 2,08 25 28,-39 38 00,257.988,-1.008,4700,17.2,1.24,9.4,,-82.7,4,,,,
Saurer 3,10 41 25,-55 18 18,285.085,3.019,8830,16.65,0.62,9.45,,465.1,2.4,,,,
Saurer 4,12 13 50,-63 36 00,298.789,-1.023,6190,17.8,1.24,9.18,,-110.5,1.8,,,,
Saurer 5,19 39 35,+25 39 00,61.031,1.734,,,,,,,1.8,,,,
Saurer 6,19 49 05,+32 06 42,68.01,2.85,9330,17.24,0.77,9.29,,463.9,1.8,,,,
Schuster 1,10 04 36,-55 50 00,281.01,-0.254,,,,,,,1.2,,,,
Sher 1,11 01 04,-60 14 00,289.637,-0.242,5875,18.1,1.374,6.713,,-24.8,1,,,,
Shorlin 1,11 05 46,-61 13 48,290.63,-0.903,12600,17.03,1.6,,,-41,0.8,,,,
Shorlin 2,11 05 34,-61 15 12,290.553,-0.952,,,,,,,1.8,,,,
Sigma Orionis,05 38 42,-02 36 00,206.811,-17.346,,,,,,,10,,,1.68,1.73
Skiff 1,00 58 24,+68 28 00,123.574,5.604,1600,13.66,0.85,9.08,,156.2,10,,,,
Skiff 2,04 58 14,+43 00 48,163.007,0.145,2125,12.19,0.18,8.95,,5.4,5,,,,
Stephenson 1,18 53 30,+36 55 00,66.863,15.515,390,8.08,0.04,7.731,B5,104.3,20,,,,
Stephenson 2,18 39 22,-06 01 18,25.845,0.501,,,,,,,4,,,,
Stock 1,19 35 48,+25 13 00,60.247,2.257,320,7.99,0.15,,A0,12.6,80,,,,
Stock 10,05 39 00,+37 55 48,171.62,3.55,380,8.15,0.08,8.42,B7,23.5,38.4,,-8.15,-3.34,-1.57
Stock 11,23 32 54,+55 29 00,111.9,-5.697,,,,,,,10,,,,
Stock 12,23 35 34,+52 41 23,111.44,-8.48,400,8.16,0.05,8.45,B9,-59,44.4,,,7.92,-1.81
Stock 13,11 13 05,-58 53 00,290.51,1.596,1577,11.66,0.218,7.222,B0,43.9,5,,,,
Stock 14,11 43 48,-62 31 00,295.217,-0.662,2146,12.36,0.225,7.058,B0,-24.8,6,,-4,-5.93,0.82
Stock 15,12 06 54,-59 30 00,297.749,2.976,,,,,B5,,12,,,,
Stock 16,13 19 29,-62 38 00,306.149,0.063,1640,12.6,0.491,6.915,O8,1.8,3,,-45,,
Stock 17,23 46 00,+62 11 00,115.123,0.319,2144,13.94,0.736,6.775,B0,11.9,1,,,,
Stock 18,00 01 37,+64 37 30,117.624,2.268,2800,14.41,0.7,6.78,B0,110.8,6,,,,
Stock 19,00 04 41,+56 05 00,116.403,-6.195,,,,,B5,,4,,,,
Stock 2,02 15 00,+59 16 00,133.334,-1.694,303,8.59,0.38,8.23,B8,-9,45,,,17.29,-13.1
Stock 20,00 25 15,+62 37 11,119.92,-0.1,909,10.41,0.2,8.53,B5,-1.6,19.2,,,-0.4,-1.12
Stock 21,00 29 49,+57 55 11,120.05,-4.83,1100,11.45,0.4,8.72,A1,-92.6,16.8,,,-0.12,-1.52
Stock 23,03 16 11,+60 02 59,140.08,2.09,380,8.7,0.26,7.51,B6,13.9,21.6,,-16.75,-1.34,-1.11
Stock 24,00 39 42,+61 57 00,121.552,-0.89,2818,13.8,0.5,8.08,B9,-43.8,5,,,,
Stock 3,01 12 18,+62 20 00,125.351,-0.44,,,,,B0,,5,,,,
Stock 4,01 52 58,+57 04 11,131.25,-4.81,1200,10.71,0.1,8.7,B5,-100.6,25.2,,,1.47,1.18
Stock 5,02 04 30,+64 21 36,130.73,2.6,1100,11.45,0.4,7.73,B0,49.9,27.6,,-19.3,-0.85,-1.51
Stock 6,02 23 42,+63 52 00,132.881,2.792,,,,,A2,,14,,,,
Stock 7,02 29 36,+60 39 00,134.65,0.1,698,11.1,0.606,7.214,B2,0,5,,-8,-3.33,0.24
Stock 8,05 28 08,+34 25 42,173.371,-0.183,1821,12.68,0.445,7.056,B0,-5.8,14,,,-0.99,-5.39
Terzan-Ju 20,17 33 30,-29 19 24,358.264,2.035,,,,,,,2,,,,
Tombaugh 1,07 00 29,-20 34 00,232.334,-7.314,3000,13.63,0.4,9,,-381.9,5,,,,
Tombaugh 2,07 03 05,-20 49 00,232.832,-6.88,13260,15.86,0.08,9.01,,-390.5,3,-0.36,114,,
Tombaugh 4,02 29 10,+61 47 42,134.207,1.082,2170,14.81,1.01,9,,46.5,3,,,,
Tombaugh 5,03 47 48,+59 03 00,143.942,3.573,1750,13.7,0.8,8.3,,110,14,,,,
Trumpler 1,01 35 42,+61 17 00,128.224,-1.133,2563,13.85,0.582,7.48,B2,-50.7,3,,,,
Trumpler 10,08 47 54,-42 27 00,262.791,0.674,424,8.24,0.034,7.542,B3,5,29,,21.5,-12.06,6.6
Trumpler 11,10 04 54,-61 36 00,284.442,-4.861,3100,13.11,0.21,,,-262.7,5,,,,
Trumpler 12,10 06 29,-60 18 00,283.828,-3.698,,,,,,,4,,,,
Trumpler 13,10 23 48,-60 08 00,285.515,-2.353,,,,,,,5,,,,
Trumpler 14,10 43 56,-59 33 00,287.408,-0.577,2733,13.78,0.516,6.828,O3,-27.5,5,,,-7.25,2.69
Trumpler 15,10 44 43,-59 22 00,287.41,-0.369,1853,12.68,0.434,6.926,,-11.9,14,,,-7.71,3.26
Trumpler 16,10 44 58,-59 43 00,287.624,-0.652,2673,13.66,0.493,6.788,O3,-30.4,10,,-20,,
Trumpler 17,10 56 24,-59 12 00,288.669,0.449,2189,13.58,0.605,7.706,,17.2,5,,,-2.59,2.88
Trumpler 18,11 11 28,-60 40 00,290.986,-0.135,1358,11.64,0.315,7.194,B2,-3.2,5,,,-8.17,1.37
Trumpler 19,11 15 07,-57 33 00,290.269,2.934,,,,,,,10,,,,
Trumpler 2,02 37 18,+55 59 00,137.377,-3.971,651,10.07,0.324,8.169,B9,-45.1,17,,2.4,1.86,-5
Trumpler 20,12 39 34,-60 37 00,301.475,2.221,2420,12.37,0.26,8.2,,93.8,7,,,,
Trumpler 21,13 32 14,-62 48 00,307.574,-0.297,1263,11.12,0.197,7.696,B3,-6.5,5,,,,
Trumpler 22,14 31 02,-61 10 00,314.647,-0.581,1516,12.52,0.521,7.95,B0,-15.4,10,,,,
Trumpler 23,16 00 50,-53 31 23,328.861,-0.468,2200,14.35,0.85,9,-18,,9,,,,
Trumpler 24,16 57 00,-40 40 00,344.701,1.496,1138,11.58,0.418,6.919,O7,29.7,60,,-4,-0.87,-1.27
Trumpler 25,17 24 29,-39 01 00,349.156,-1.774,,,,,,,8,,,,
Trumpler 26,17 28 33,-29 30 00,357.524,2.84,,,,,,,6,,,,
Trumpler 27,17 36 20,-33 31 00,355.064,-0.742,1211,14.12,1.194,7.063,O9,-15.7,6,,,-0.92,-0.57
Trumpler 28,17 37 00,-32 29 00,356.01,-0.304,1343,12.91,0.733,7.29,,-7.1,5,,,-0.58,-2.02
Trumpler 29,17 41 31,-40 09 00,349.98,-5.14,760,9.99,0.19,8.69,,-68.1,21.6,,,1.45,-4.64
Trumpler 3,03 11 49,+63 11 23,138.01,4.5,690,10.12,0.3,10.12,B5,54.1,60,,,-2.42,0.89
Trumpler 30,17 56 45,-35 16 12,355.74,-5.25,1000,10.68,0.22,8.31,,-91.5,15.6,,,3.82,-0.13
Trumpler 31,17 59 49,-28 10 00,2.248,-2.293,986,11.05,0.35,8.87,,-39.4,5,,,,
Trumpler 32,18 17 30,-13 21 00,17.207,1.288,1720,13.16,0.64,8.48,,38.7,5,,,,
Trumpler 33,18 24 42,-19 43 00,12.397,-3.228,1755,12.33,0.357,7.685,,-98.8,5,,,,
Trumpler 34,18 39 48,-08 25 00,24.119,-1.264,1738,12.94,0.56,8.1,,-38.3,5,,,,
Trumpler 35,18 42 54,-04 08 00,28.281,0.011,1206,14.18,1.218,7.862,B4,0.2,5,,-4.7,,
Trumpler 37,21 39 06,+57 30 00,99.312,3.734,835,11.07,0.47,7.054,O6,54.4,89,,22.3,-1.58,-1.7
Trumpler 5,06 36 42,+09 26 00,202.865,1.05,3000,14.18,0.58,9.61,,55,14,,,1.46,-3.12
Trumpler 6,07 26 25,-24 12 00,238.331,-3.641,1100,10.67,0.15,8,,-69.9,6,,,,
Trumpler 7,07 27 22,-23 57 00,238.213,-3.332,1474,11.67,0.266,7.43,,-85.7,5,,34,,
Trumpler 9,07 55 40,-25 53 00,243.072,1.285,2289,12.57,0.248,8.001,,51.3,5,,,,
Turner 1,19 48 25,+27 17 35,63.453,0.829,1675,12.6,0.476,7.46,,24.2,4,,,,
Turner 11,20 43 24,+35 35 18,76.871,-4.262,,,,,,,,,,,
Turner 2,18 17 12,-18 49 30,12.11,-1.324,1190,11.49,0.36,8,,-27.5,7,,,,
Turner 3,18 17 34,-18 51 50,12.147,-1.416,1790,11.26,,7.46,,-44.2,2,,,,
Turner 4,18 17 08,-18 42 00,12.139,-1.268,2330,11.84,,7,,-51.6,3.5,,,,
Turner 5,09 32 31,-36 28 12,264.23,11.05,400,8.32,0.1,8.49,,76.7,198,,,0,-3.73
Turner 6,10 59 26,-59 29 09,289.098,0.319,,,,,,,1,,,,
Turner 7,14 32 33,-56 53 12,316.445,3.309,,,,,,,20,,,,
Turner 8,19 45 16,+27 50 30,63.577,1.708,,,,,,,2.5,,,,
Turner 9,19 44 49,+29 15 54,64.761,2.505,852,9.65,0.15,8.2,,37.2,33,,,,
Upgren 1,12 35 00,+36 18 00,142.74,80.188,,,,,F3,,18,,,,
vdBergh 1,06 37 00,+03 04 00,208.555,-1.808,1687,13.34,0.71,8.025,,-53.2,5,,18.9,3.76,-4.78
vdBergh 113,18 08 52,-21 25 12,9.13,-0.77,3470,14.5,0.58,7.5,,-46.6,27.6,,-16,-0.26,-2.47
vdBergh 130,20 17 42,+39 21 00,76.908,2.072,,,,,,,6,,,,
vdBergh 150,22 12 48,+73 20 00,112.062,13.905,,,,,,,35,,,,
vdBergh 152,22 13 30,+70 15 00,110.272,11.364,,,,,,,25,,,,
vdBergh 80,06 30 48,-09 40 00,219.268,-8.944,,,0.38,6.65,,,2,,,,
vdBergh 83,06 40 00,-27 19 00,236.56,-14.401,,,,,,,25,,,,
vdBergh 85,06 46 54,+01 20 00,211.228,-0.401,,,,,,,4,,,,
vdBergh 92,07 03 54,-11 29 23,224.57,-2.49,1500,11.65,0.25,7.59,,-65.2,24,,17.33,-5.22,2.52
Waterloo 1,04 18 36,+52 51 30,151.269,1.782,4400,16.01,0.9,,O9.5,136.8,5,,,,
Waterloo 2,05 28 01,+40 22 18,168.41,3.094,570,9.31,0.17,,B8,30.8,4,,,,
Waterloo 3,07 55 06,-25 21 54,242.562,1.444,5200,14.63,0.34,,B2,131,2,,,,
Waterloo 6,08 40 24,-46 08 00,264.85,-2.662,1578,11.74,0.243,7.671,,-73.3,2,,,,
Waterloo 7,07 26 08,-15 05 36,230.279,0.622,2800,13.54,0.42,,,30.4,2.6,,,,
Waterloo 8,07 30 12,-15 50 00,231.397,1.13,,,,,,,12,,,,
Westerlund 1,16 47 04,-45 50 42,339.554,-0.4,5200,22.88,3,,B0,-36,3,,,,
Westerlund 2,10 24 02,-57 46 00,284.276,-0.336,1874,13.8,0.785,7.215,,-11,2,,,,
Whiting 1,02 02 57,-03 15 10,161.618,-60.636,,,,,,,1.2,,,,
