#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-07-02T20:26:12 [V1.99+ (14-Oct-2013)]
Cluster,RA_ICRS,DE_ICRS,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
UBC_508          ,164.106,-60.489,0.041,63,-5.194,2.28,0.138,NN            ,9.08,1.62,13.3,4581,1507,-4325,-57,8086,                               ,164.106,-60.489
UBC_509          ,164.064,-61.089,0.063,25,-6.586,2.363,0.287,NN            ,8.77,0.57,12.67,3420,1140,-3223,-74,7888,                               ,164.0641,-61.089
UBC_51           ,59.648,52.56,0.148,34,-0.279,-1.275,0.879,NN            ,7,0.79,10.11,1051,-903,537,-8,9258,                               ,59.648,52.56
UBC_510          ,163.234,-62.747,0.038,24,-5.675,2.08,0.18,NN            ,7.19,1.48,13.22,4395,1489,-4129,-223,7999,                               ,163.2341,-62.747
UBC_511          ,151.935,-70.747,0.109,35,-6.671,6.191,0.749,NN            ,8.73,0.39,10.53,1273,429,-1169,-265,7996,                               ,151.9351,-70.747
UBC_512          ,166.386,-60.466,0.091,114,-6.246,1.919,0.209,NN            ,8.47,0.81,12.71,3488,1207,-3272,-13,7847,                               ,166.3861,-60.466
UBC_513          ,171.342,-61.446,0.038,16,-5.616,0.539,0.364,NN            ,8.31,0.93,12.07,2599,1008,-2395,-12,7712,                               ,171.3421,-61.446
UBC_514          ,158.561,-73.324,0.174,26,-6.926,1.087,0.504,manual        ,9.35,0.73,11.34,1850,714,-1654,-418,7803,                               ,158.5611,-73.324
UBC_515          ,179.311,-62.968,0.075,30,-6.147,0.691,0.239,NN            ,6.91,1.53,12.77,3580,1615,-3195,-46,7444,                               ,179.3111,-62.968
UBC_516          ,182.541,-62.33,0.038,24,-4.784,0.49,0.272,NN            ,8.46,1.37,12.52,3186,1503,-2809,8,7390,                               ,182.541,-62.33
UBC_517          ,182.482,-63.791,0.148,53,-5.685,0.008,0.392,NN            ,7.35,0.77,11.85,2348,1115,-2065,-53,7513,                               ,182.4821,-63.791
UBC_518          ,184.56,-62.969,0.055,21,-5.564,0.091,0.265,NN            ,7.48,1.61,12.66,3404,1659,-2972,-20,7311,                               ,184.5601,-62.969
UBC_519          ,185.454,-60.4,0.06,27,-5.635,0.905,0.299,NN            ,8.81,1.45,12.19,2746,1342,-2394,108,7396,                               ,185.454,-60.4
UBC_52           ,64.728,52.344,0.076,32,-0.868,0.616,0.401,NN            ,9.01,1.56,11.73,2215,-1949,1051,56,10342,                               ,64.728,52.344
UBC_520          ,186.083,-66.672,0.051,25,-4.872,-0.095,0.492,manual        ,8.9,1.23,11.35,1866,937,-1608,-128,7574,                               ,186.0831,-66.672
UBC_521          ,187.576,-64.16,0.067,45,-8.453,-0.851,0.322,NN            ,8.97,1.66,12.07,2594,1321,-2232,-62,7364,                               ,187.5761,-64.16
UBC_522          ,190.822,-61.627,0.11,57,-4.447,-1.154,0.396,NN            ,7.18,2.22,11.93,2435,1289,-2066,52,7347,                               ,190.822,-61.627
UBC_523          ,191.63,-66.205,0.032,18,-5.078,0.033,0.311,NN            ,8.22,1.56,12.62,3337,1786,-2811,-194,7130,                               ,191.6301,-66.205
UBC_524          ,192.623,-60.996,0.053,43,-6.534,-0.832,0.267,NN            ,8.92,1.07,12.42,3046,1650,-2558,99,7162,                               ,192.6231,-60.996
UBC_525          ,196.023,-63.941,0.1,54,-4.202,-1.219,0.436,NN            ,7.07,2.26,11.79,2279,1285,-1882,-43,7301,                               ,196.023,-63.941
UBC_526          ,199.664,-62.523,0.074,17,-4.158,-1.833,0.452,NN            ,7.26,1.46,11.47,1969,1159,-1591,6,7355,                               ,199.664,-62.523
UBC_527          ,204.529,-66.651,0.056,33,-7.503,-2.654,0.553,NN            ,8.4,0.79,11.14,1687,1025,-1334,-123,7434,                               ,204.5291,-66.651
UBC_528          ,204.627,-61.607,0.067,30,-4.819,-1.793,0.252,NN            ,9.43,0.83,12.9,3795,2361,-2970,49,6675,                               ,204.627,-61.607
UBC_529          ,205.412,-61.922,0.073,119,-7.326,-2.563,0.285,NN            ,8.22,2.6,12.29,2875,1802,-2240,18,6911,                               ,205.4121,-61.922
UBC_53           ,59.821,47.395,0.057,47,0.666,-2.965,0.6,NN            ,8.68,1.67,11.14,1692,-1499,774,-127,9870,                               ,59.821,47.395
UBC_531          ,211.837,-63.076,0.062,32,-5.216,-2.916,0.349,NN            ,7.91,1.64,12.15,2691,1779,-2018,-68,6863,                               ,211.837,-63.076
UBC_532          ,226.476,-62.239,0.052,16,-2.409,-3.214,0.485,NN            ,7.56,2.62,11.54,2035,1507,-1362,-118,6967,                               ,226.476,-62.239
UBC_533          ,230.274,-53.179,0.087,23,-1.69,-1.345,0.791,NN            ,7.95,0.75,10.44,1226,994,-713,71,7379,                               ,230.274,-53.179
UBC_534          ,238.697,-57.868,0.102,25,-1.443,-3.598,0.565,NN            ,7.92,0.95,11.06,1626,1336,-922,-91,7064,                               ,238.697,-57.868
UBC_535          ,237.584,-56.758,0.05,28,-3.938,-4.544,0.3,NN            ,7.25,2.16,12.28,2862,2361,-1615,-99,6193,                               ,237.584,-56.758
UBC_536          ,237.68,-55.632,0.079,21,-3.355,-4.77,0.498,NN            ,7.51,2.96,11.49,1982,1650,-1096,-39,6778,                               ,237.68,-55.632
UBC_537          ,242.896,-53.037,0.045,64,-2.435,-2.018,0.29,NN            ,9.34,0.69,12.6,3316,2882,-1638,-68,5698,                               ,242.896,-53.037
UBC_538          ,242.592,-52.339,0.065,122,-2.895,-4.245,0.322,NN            ,8.8,2.67,12.21,2772,2417,-1355,-26,6075,                               ,242.592,-52.339
UBC_539          ,243.053,-51.471,0.087,26,-1.617,-1.936,0.418,NN            ,7.73,1.58,11.91,2404,2113,-1146,-5,6331,                               ,243.053,-51.471
UBC_54           ,64.747,46.453,0.178,143,3.32,-3.758,0.879,NN            ,8.4,0.98,10.22,1105,-1006,452,-52,9357,                               ,64.747,46.453
UBC_540          ,243.758,-51.688,0.098,78,-3.567,-4.015,0.303,NN            ,7.64,2.24,12.26,2828,2489,-1341,-28,6002,                               ,243.758,-51.688
UBC_541          ,243.015,-50.188,0.088,61,-2.688,-2.785,0.391,NN            ,7.34,2.78,11.82,2309,2046,-1070,33,6384,                               ,243.015,-50.188
UBC_542          ,244.575,-49.487,0.067,52,-0.38,-1.326,0.554,NN            ,8.1,1.84,11.25,1777,1591,-790,20,6794,                               ,244.575,-49.487
UBC_545          ,248.527,-48.881,0.075,37,-1.095,-2.721,0.332,NN            ,7.55,2.13,12.05,2575,2348,-1054,-35,6083,                               ,248.527,-48.881
UBC_546          ,253.687,-48.459,0.104,23,-1.276,-2.691,0.496,NN            ,8.53,2.17,11.27,1796,1667,-660,-96,6705,                               ,253.687,-48.459
UBC_547          ,251.64,-47.103,0.18,175,-0.744,-2.007,0.312,NN            ,7.18,1.63,12.18,2726,2536,-997,-54,5888,                               ,251.64,-47.103
UBC_548          ,250.353,-46.11,0.069,34,-2.116,-3.884,0.407,NN            ,8.62,2.27,11.88,2379,2217,-863,7,6183,                               ,250.353,-46.11
UBC_549          ,252.156,-46.965,0.063,20,-0.807,-1.925,0.311,NN            ,7.93,1.92,12.31,2895,2700,-1044,-66,5735,                               ,252.156,-46.965
UBC_55           ,66.364,46.122,0.143,56,-1.067,-2.604,1.079,NN            ,7.53,1.38,9.76,896,-823,352,-34,9170,                               ,66.364,46.122
UBC_550          ,252.65,-45.07,0.051,39,-2.564,-4.136,0.37,NN            ,7.67,2.42,12.07,2589,2441,-862,-16,5961,                               ,252.65,-45.07
UBC_552          ,254.724,-42.06,0.08,39,-0.162,-0.387,0.355,NN            ,7.05,3.19,11.94,2446,2350,-681,16,6028,                               ,254.724,-42.06
UBC_553          ,253.51,-41.271,0.103,38,-0.551,-1.811,0.581,NN            ,7.12,1.36,11,1583,1520,-439,42,6833,                               ,253.51,-41.271
UBC_554          ,256.116,-41.67,0.071,40,-0.594,-0.899,0.527,NN            ,7.78,2.17,11.28,1801,1738,-473,-7,6618,                               ,256.116,-41.67
UBC_555          ,256.582,-41.582,0.034,25,-0.684,-0.511,0.556,NN            ,8.72,2.54,11.11,1667,1611,-430,-13,6742,                               ,256.582,-41.582
UBC_556          ,259.305,-41.523,0.048,33,0.107,-0.738,0.546,NN            ,8.68,2.28,11.2,1740,1690,-412,-62,6662,                               ,259.305,-41.523
UBC_557          ,256.181,-38.983,0.113,30,1.456,-0.4,0.63,NN            ,8.16,1.36,11.04,1617,1574,-366,38,6775,                               ,256.181,-38.983
UBC_558          ,259.353,-40.276,0.069,130,-0.734,-1.952,0.342,NN            ,6.86,3.23,12.26,2833,2763,-620,-68,5610,                               ,259.353,-40.276
UBC_559          ,259.123,-39.699,0.152,117,-0.493,-1.409,0.386,NN            ,7.06,3.1,11.66,2144,2095,-456,-34,6261,                               ,259.123,-39.699
UBC_56           ,69.874,47.534,0.133,72,1.594,-4.008,1.118,NN            ,8.78,1.59,9.75,891,-823,342,8,9169,                               ,69.874,47.534
UBC_560          ,254.821,-36.071,0.048,26,0.752,-0.667,0.65,manual        ,8.8,1.5,10.8,1445,1413,-285,100,6932,                               ,254.821,-36.071
UBC_561          ,261.208,-37.497,0.051,31,0.166,-3.931,0.6,NN            ,8.43,2.17,11.02,1602,1580,-266,-27,6764,                               ,261.208,-37.497
UBC_562          ,262.776,-37.891,0.083,54,-0.155,-2.621,0.403,NN            ,7.07,3.4,11.94,2440,2407,-389,-95,5945,                               ,262.776,-37.891
UBC_563          ,256.749,-30.673,0.062,20,-0.528,-4.161,0.891,NN            ,8.28,1.23,10.17,1081,1069,-114,112,7271,                               ,256.749,-30.673
UBC_564          ,263.999,-34.645,0.101,50,-0.234,-1.719,0.373,NN            ,7.41,3.02,11.9,2396,2383,-246,-53,5961,                               ,263.999,-34.645
UBC_565          ,264.004,-33.908,0.127,79,-0.138,-1.467,0.396,NN            ,6.96,3.16,11.81,2299,2289,-212,-36,6054,                               ,264.004,-33.908
UBC_566          ,263.681,-33.102,0.085,144,0.252,-0.517,0.378,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,                               ,263.681,-33.102
UBC_568          ,262.951,-31.915,0.041,50,-0.853,-1.813,0.327,NN            ,6.75,3.6,12.03,2545,2538,-182,41,5803,                               ,262.951,-31.915
UBC_57           ,62.981,42.723,0.054,36,3.234,-2.274,0.48,NN            ,9.18,1.11,11.6,2090,-1919,795,-229,10290,                               ,62.981,42.723
UBC_571          ,267.346,-29.574,0.038,29,-1.07,-2.876,0.334,NN            ,7.55,2.86,12.07,2599,2599,-5,-46,5740,                               ,267.346,-29.574
UBC_572          ,280.417,-21.959,0.06,23,0.999,-0.63,0.647,NN            ,9.28,1.1,10.92,1527,1479,319,-206,6868,                               ,280.417,-21.959
UBC_573          ,275.017,-9.46,0.074,17,-0.179,-4.474,0.532,NN            ,8.64,1.95,11.19,1728,1612,617,76,6755,                               ,275.017,-9.46
UBC_575          ,290.994,-5.102,0.095,9,-0.303,-5.18,0.915,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,290.994,-5.102
UBC_576          ,284.685,0.433,0.038,17,-0.754,-3.55,0.744,NN            ,7.89,2.48,10.61,1322,1094,742,-33,7283,                               ,284.685,0.433
UBC_577          ,282.158,22.091,0.049,9,-1.038,3.065,0.997,NN            ,9.44,0,10.25,1122,671,875,204,7718,                               ,282.158,22.091
UBC_578          ,301.607,33.015,0.045,13,-2.708,-4.951,0.182,NN            ,7.34,2.53,13.21,4393,1476,4137,37,8013,                               ,301.607,33.015
UBC_579          ,305.89,32,0.041,10,-1.95,-3.613,0.357,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,305.89,32
UBC_580          ,303.206,35.92,0.1,46,-2.401,-4.5,0.242,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,                               ,303.206,35.92
UBC_582          ,299.833,38.551,0.07,11,-3.06,-7.856,0.895,NN            ,7.8,0.42,10.05,1022,275,981,82,8124,                               ,299.833,38.551
UBC_583          ,303.735,36.659,0.122,55,-3.393,-5.135,0.268,NN            ,7.94,1.71,12.34,2943,793,2833,52,8061,                               ,303.735,36.659
UBC_584          ,304.213,41.983,0.035,15,-3.678,-4.135,0.54,manual        ,7.15,2.7,11.12,1674,318,1640,107,8187,                               ,304.213,41.983
UBC_585          ,307,40.548,0.071,18,-2.829,-5.528,0.663,NN            ,8.08,2.28,11,1585,302,1556,31,8187,                               ,307,40.548
UBC_586          ,301.081,46.8,0.111,36,-3.75,-4.912,0.343,NN            ,9.04,1.11,12.06,2578,360,2526,365,8370,                               ,301.081,46.8
UBC_587          ,311.587,43.69,0.106,26,-2.86,-4.837,0.286,NN            ,7.16,3.11,12.19,2735,305,2718,14,8481,                               ,311.587,43.69
UBC_588          ,311.555,45.417,0.094,23,-2.347,-2.642,0.566,NN            ,7.86,2.44,11.25,1777,157,1770,43,8371,                               ,311.555,45.417
UBC_589          ,316.931,45.316,0.017,10,-3.149,-3.87,0.203,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,316.931,45.316
UBC_59           ,82.239,48.043,0.107,76,0.682,-1.996,0.39,NN            ,8.69,0.95,12.06,2585,-2439,789,334,10808,                               ,82.239,48.043
UBC_590          ,313.824,47.579,0.028,13,-3.134,-4.102,0.222,NN            ,7.07,3.37,12.9,3802,160,3797,105,9017,                               ,313.824,47.579
UBC_591          ,325.003,49.324,0.023,6,-3.506,-4.848,0.49,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,325.003,49.324
UBC_592          ,332.209,53.001,0.112,19,-3.366,-3.5,0.273,NN            ,7.92,0.99,12.53,3212,-548,3162,-135,9433,                               ,332.209,53.001
UBC_593          ,346.355,55.082,0.057,11,-2.438,-3.693,0.513,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,346.355,55.082
UBC_594          ,359.482,61.449,0.033,15,-1.992,-0.548,0.209,NN            ,8.18,1.64,13.02,4016,-1797,3591,-53,10754,                               ,359.482,61.449
UBC_595          ,359.831,62.45,0.086,32,-1.244,-0.644,0.213,NN            ,8.43,1.5,12.97,3927,-1781,3500,12,10709,                               ,359.831,62.45
UBC_596          ,3.36,53.832,0.061,12,-2.193,-0.973,0.527,NN            ,8.15,0.32,11.32,1837,-832,1614,-275,9313,                               ,3.36,53.832
UBC_597          ,1.959,62.984,0.081,20,-3.495,-0.779,0.266,NN            ,8.14,1.23,12.58,3287,-1543,2902,30,10301,                               ,1.959,62.984
UBC_598          ,10.697,64.764,0.103,13,-2.466,-0.096,0.297,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,                               ,10.697,64.764
UBC_599          ,11.683,60.073,0.039,9,-1.176,-0.217,0.169,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,11.683,60.073
UBC_6            ,344.01,51.187,0.211,76,-4.644,-4.896,0.676,NN            ,8.87,0.64,10.87,1493,-387,1428,-199,8843,                               ,344.01,51.187
UBC_600          ,20.774,64.54,0.184,84,-1.181,0.118,0.161,NN            ,7.5,2.39,12.61,3333,-1973,2684,108,10657,                               ,20.774,64.54
UBC_601          ,20.338,62.509,0.103,17,-1.859,-0.299,0.292,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,                               ,20.338,62.509
UBC_602          ,24.555,60.72,0.032,3,-1.042,-0.275,0.302,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,24.555,60.72
UBC_603          ,26.858,54.711,0.231,48,-0.844,-1.261,0.275,NN            ,7.63,0.41,12.3,2887,-1878,2161,-364,10445,                               ,26.858,54.711
UBC_604          ,32.546,65.42,0.13,29,-0.728,0.486,0.327,NN            ,7.19,2.6,12.39,3000,-1964,2258,197,10549,                               ,32.546,65.42
UBC_605          ,66.026,75.816,0.166,19,1.354,-0.77,0.332,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,66.026,75.816
UBC_607          ,47.731,50.297,0.066,21,-1.212,-0.31,0.197,NN            ,9.22,1.82,13.63,5318,-4301,3067,-614,13008,                               ,47.731,50.297
UBC_608          ,61.358,55.926,0.071,48,-0.182,0.044,0.138,NN            ,7.31,1.95,13.66,5383,-4548,2868,255,13203,                               ,61.358,55.926
UBC_609          ,65.262,53.069,0.335,228,0.474,-0.667,0.198,NN            ,6.75,2.38,12.81,3645,-3194,1750,140,11666,                               ,65.262,53.069
UBC_61           ,75.067,36.23,0.145,52,2.079,-2.17,0.743,NN            ,8.92,1.24,10.59,1314,-1285,259,-85,9629,                               ,75.067,36.23
UBC_610          ,91.415,55.834,0.095,14,0.73,-1.996,0.292,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,91.415,55.834
UBC_611          ,71.049,41.675,0.112,7,0.122,-1.062,0.322,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,71.049,41.675
UBC_612          ,79.833,40.14,0.07,16,0.335,-0.685,0.133,NN            ,7.21,1.51,13.74,5607,-5476,1197,156,13868,                               ,79.833,40.14
UBC_613          ,79.976,38.975,0.04,16,0.268,-0.664,0.171,NN            ,8.14,1.4,13,3986,-3908,782,70,12273,                               ,79.976,38.975
UBC_614          ,80.099,30.241,0.082,21,0.864,-0.741,0.532,NN            ,9.21,0.6,11.33,1844,-1836,131,-124,10176,                               ,80.099,30.241
UBC_615          ,104.88,33.154,0.128,17,-0.313,-2.478,0.319,NN            ,9.29,0.37,12.47,3116,-2990,-178,857,11332,                               ,104.88,33.154
UBC_616          ,106.99,19.939,0.067,24,-1.322,-0.722,0.314,NN            ,8.91,0.22,12.25,2817,-2634,-791,607,11003,                               ,106.99,19.939
